mission_time,metres
90.09,7529.331
90.16,7521.815
90.23,7506.396
90.3,7481.705
90.37,7469.79
90.44,7461.319
90.51,7458.093
90.58,7456.682
90.65,7455.071
90.72,7455.876
90.79,7453.258
90.86,7450.841
90.93,7449.432
91.0,7449.633
91.07,7449.029
91.14,7452.05
91.21,7459.504
91.28,7471.808
91.35,7478.876
91.42,7477.058
91.49,7471.405
91.56,7461.923
91.63,7458.698
91.7,7457.891
91.77,7455.876
91.84,7446.614
91.91,7433.744
91.98,7424.706
92.05,7421.696
92.12,7420.692
92.19,7419.689
92.26,7418.486
92.33,7417.081
92.4,7416.279
92.47,7415.477
92.54,7414.274
92.61,7416.68
92.68,7424.505
92.75,7431.132
92.82,7429.324
92.89,7422.096
92.96,7410.065
93.03,7399.051
93.1,7393.849
93.17,7391.65
93.24,7391.85
93.31,7392.65
93.38,7393.449
93.45,7393.249
93.52,7392.65
93.59,7399.051
93.66,7401.653
93.73,7397.85
93.8,7389.651
93.87,7381.259
93.94,7375.27
94.01,7372.078
94.08,7369.684
94.15,7367.89
94.22,7366.295
94.29,7366.893
94.36,7367.092
94.43,7368.288
94.5,7366.295
94.57,7372.676
94.64,7381.658
94.71,7387.452
94.78,7381.459
94.85,7370.881
94.92,7356.931
94.99,7350.561
95.06,7347.378
95.13,7347.179
95.2,7349.169
95.27,7358.723
95.34,7384.055
95.41,7395.05
95.48,7393.65
95.55,7387.652
95.62,7379.063
95.69,7370.681
95.83,7357.529
95.9,7345.589
95.97,7333.07
96.04,7325.329
96.11,7322.751
96.18,7322.751
96.25,7325.131
96.32,7325.528
96.39,7327.711
96.46,7331.481
96.53,7337.837
96.6,7342.407
96.67,7344.793
96.74,7345.589
96.81,7344.594
96.88,7337.042
96.95,7321.164
97.02,7305.911
97.09,7301.161
97.16,7298.986
97.23,7298.591
97.3,7298.986
97.37,7298.195
97.44,7295.823
97.51,7294.636
97.58,7291.869
97.65,7292.463
97.72,7297.207
97.79,7312.247
97.86,7329.298
97.93,7322.949
98.0,7295.625
98.07,7276.669
98.14,7272.922
98.21,7273.513
98.28,7276.077
98.35,7277.656
98.42,7276.275
98.49,7276.669
98.56,7283.969
98.63,7303.14
98.7,7321.164
98.77,7318.984
98.84,7288.906
98.91,7262.677
98.98,7258.543
99.05,7258.739
99.12,7256.968
99.19,7257.362
99.26,7264.843
99.33,7282.983
99.4,7300.964
99.47,7307.494
99.54,7287.524
99.61,7258.346
99.68,7243.205
99.75,7239.473
99.82,7237.51
99.89,7236.332
99.96,7235.547
100.03,7234.173
100.1,7234.761
100.17,7234.173
100.24,7233.192
100.31,7239.473
100.38,7252.05
100.45,7262.086
100.52,7259.527
100.59,7243.795
100.66,7222.014
100.73,7216.333
100.8,7214.376
100.87,7214.571
100.94,7214.376
101.01,7218.88
101.08,7235.155
101.15,7233.192
101.22,7208.308
101.29,7202.245
101.36,7202.636
101.43,7203.223
101.5,7203.223
101.64,7207.917
101.71,7212.026
101.78,7215.746
101.85,7218.88
101.92,7222.799
101.99,7228.484
102.06,7234.566
102.13,7240.652
102.2,7239.669
102.27,7238.688
102.34,7237.902
102.41,7234.566
102.48,7227.699
102.55,7223.974
102.62,7218.684
102.69,7220.447
102.76,7226.523
102.83,7233.977
102.9,7235.939
102.97,7234.566
103.04,7232.799
103.11,7226.327
103.18,7211.635
103.25,7195.015
103.32,7176.868
103.39,7166.349
103.46,7158.177
103.53,7151.373
103.6,7148.07
103.67,7146.904
103.74,7145.933
103.81,7147.098
103.88,7152.344
103.95,7160.706
104.02,7169.465
104.09,7175.309
104.16,7174.334
104.23,7166.544
104.3,7166.349
104.37,7161.678
104.44,7155.844
104.51,7155.454
104.58,7160.122
104.65,7158.177
104.72,7148.652
104.79,7134.677
104.86,7126.148
104.93,7122.855
105.0,7119.95
105.07,7118.014
105.14,7117.821
105.21,7116.273
105.28,7114.724
105.35,7113.177
105.42,7110.276
105.49,7107.182
105.56,7106.215
105.63,7103.896
105.7,7101.965
105.77,7100.612
105.84,7099.646
105.91,7096.17
105.98,7095.012
106.05,7093.082
106.12,7090.188
106.19,7089.609
106.26,7087.488
106.33,7085.945
106.4,7084.402
106.47,7083.438
106.54,7081.896
106.61,7079.969
106.68,7079.006
106.75,7076.886
106.82,7075.153
106.89,7072.457
106.96,7070.533
107.03,7069.185
107.1,7068.031
107.17,7067.069
107.24,7065.53
107.31,7064.183
107.38,7063.606
107.45,7063.222
107.52,7063.222
107.59,7062.837
107.66,7062.452
107.73,7058.992
107.8,7057.647
107.87,7055.533
107.94,7054.573
108.01,7054.188
108.08,7051.307
108.15,7049.003
108.22,7047.084
108.29,7049.579
108.36,7058.223
108.43,7074.575
108.5,7088.451
108.57,7096.943
108.64,7106.602
108.71,7111.049
108.78,7114.144
108.85,7114.338
108.92,7112.21
108.99,7107.376
109.06,7097.908
109.13,7086.33
109.2,7075.924
109.27,7066.877
109.34,7057.07
109.41,7042.094
109.48,7026.571
109.55,7015.473
109.62,7012.414
109.69,7009.929
109.76,7010.12
109.83,7008.592
109.9,7004.771
109.97,7002.671
110.04,6998.09
110.11,6995.61
110.18,6993.893
110.25,6993.511
110.32,6995.037
110.39,7002.671
110.46,7014.899
110.53,7019.489
110.6,7016.238
110.67,7008.783
110.74,7002.289
110.81,6999.235
110.88,6994.846
110.95,6988.935
111.02,6984.171
111.09,6980.172
111.16,6975.983
111.23,6972.368
111.3,6970.085
111.37,6967.613
111.44,6966.852
111.51,6967.423
111.58,6969.324
111.65,6971.607
111.79,6980.362
111.86,6983.98
111.93,6985.505
112.0,6978.648
112.07,6967.232
112.14,6955.643
112.21,6951.467
112.28,6949.38
112.35,6946.724
112.42,6943.69
112.49,6941.604
112.56,6943.879
112.63,6955.643
112.7,6969.324
112.77,6976.554
112.84,6978.839
112.91,6969.515
112.98,6947.672
113.05,6933.268
113.12,6930.05
113.19,6927.778
113.26,6925.13
113.33,6921.346
113.4,6921.346
113.47,6920.402
113.54,6928.535
113.61,6956.212
113.68,6966.662
113.75,6952.036
113.82,6928.914
113.89,6914.164
113.96,6908.686
114.1,6902.458
114.17,6902.647
114.24,6915.487
114.31,6931.564
114.38,6932.321
114.45,6920.023
114.52,6918.699
114.59,6912.653
114.66,6904.156
114.73,6895.857
114.8,6890.957
114.87,6888.508
114.94,6885.495
115.01,6883.988
115.08,6882.106
115.15,6882.106
115.22,6884.365
115.29,6892.276
115.36,6906.61
115.43,6918.133
115.5,6921.914
115.57,6919.645
115.64,6915.109
115.71,6905.289
115.78,6891.71
115.85,6873.64
115.92,6865.183
115.99,6862.366
116.06,6860.113
116.13,6857.485
116.2,6855.233
116.27,6854.108
116.34,6855.609
116.41,6875.144
116.48,6908.309
116.55,6915.487
116.62,6902.458
116.69,6884.93
116.76,6865.935
116.83,6852.607
116.9,6845.483
116.97,6842.298
117.04,6839.863
117.11,6837.99
117.18,6835.556
117.25,6833.685
117.32,6831.814
117.39,6829.008
117.46,6825.828
117.53,6822.277
117.6,6821.156
117.67,6822.277
117.74,6831.252
117.81,6849.795
117.88,6862.366
117.95,6859.362
118.02,6845.109
118.09,6820.969
118.16,6812.378
118.23,6807.339
118.3,6804.355
118.37,6807.713
118.44,6823.959
118.51,6837.803
118.58,6835.744
118.65,6817.232
118.72,6805.287
118.79,6800.067
118.86,6797.457
118.93,6795.035
119.0,6794.291
119.07,6791.683
119.14,6789.449
119.21,6789.262
119.28,6787.774
119.35,6784.796
119.42,6782.191
119.49,6780.332
119.56,6778.472
119.63,6779.402
119.7,6791.496
119.77,6816.859
119.84,6832.936
119.91,6834.808
119.98,6823.399
120.05,6797.644
120.12,6771.968
120.19,6766.953
120.26,6763.427
120.33,6761.014
120.4,6757.861
120.47,6759.901
120.54,6765.282
120.61,6769.182
120.68,6775.498
120.75,6785.168
120.82,6796.526
120.89,6796.712
120.96,6783.68
121.03,6765.097
121.1,6750.631
121.17,6745.444
121.24,6742.666
121.31,6740.445
121.38,6737.854
121.45,6736.744
121.52,6741.926
121.59,6755.079
121.66,6765.654
121.73,6771.039
121.8,6772.525
121.87,6765.097
121.94,6750.631
122.01,6733.599
122.08,6725.097
122.15,6722.881
122.22,6720.664
122.29,6718.634
122.36,6716.972
122.43,6716.05
122.5,6712.913
122.57,6709.777
122.64,6707.196
122.71,6704.246
122.78,6703.325
122.85,6702.773
122.92,6705.352
122.99,6712.728
123.06,6728.053
123.13,6738.409
123.2,6741.37
123.27,6737.669
123.34,6731.196
123.41,6726.76
123.48,6727.314
123.55,6730.826
123.62,6732.12
123.69,6728.053
123.76,6715.68
123.83,6701.851
123.9,6688.045
123.97,6683.816
124.04,6679.955
124.11,6677.934
124.18,6676.465
124.25,6673.894
124.32,6672.975
124.39,6670.772
124.46,6667.836
124.53,6667.285
124.6,6663.617
124.67,6661.233
124.74,6657.933
124.81,6656.284
124.88,6656.284
124.95,6656.467
125.02,6662.333
125.09,6670.038
125.16,6674.628
125.23,6673.894
125.3,6671.507
125.37,6668.019
125.44,6662.15
125.51,6653.169
125.58,6654.635
125.65,6654.452
125.72,6646.578
125.79,6641.454
125.86,6638.528
125.93,6637.797
126.0,6633.958
126.07,6631.764
126.14,6630.303
126.21,6628.294
126.28,6627.746
126.35,6625.92
126.42,6622.269
126.49,6621.357
126.56,6618.802
126.63,6617.16
126.7,6615.884
126.77,6614.425
126.84,6613.149
126.91,6612.42
126.98,6611.873
127.05,6610.051
127.12,6607.864
127.19,6606.042
127.26,6605.677
127.33,6604.22
127.4,6603.674
127.47,6608.228
127.54,6612.967
127.61,6622.269
127.68,6631.034
127.75,6638.528
127.82,6638.162
127.89,6628.477
127.96,6614.79
128.03,6601.307
128.1,6592.937
128.17,6589.118
128.24,6585.302
128.31,6582.214
128.38,6579.671
128.45,6577.129
128.52,6575.677
128.59,6574.043
128.66,6574.043
128.73,6574.769
128.8,6575.314
128.87,6575.858
128.94,6575.314
129.01,6573.499
129.08,6572.592
129.15,6571.322
129.22,6568.057
129.29,6564.794
129.43,6559.177
129.5,6557.184
129.57,6554.83
129.64,6553.201
129.71,6550.848
129.78,6548.134
129.85,6545.059
129.92,6543.07
129.99,6541.262
130.06,6540.177
130.13,6539.094
130.2,6536.925
130.27,6536.202
130.34,6535.118
130.41,6534.396
130.48,6534.215
130.55,6532.59
130.62,6530.604
130.69,6528.438
130.76,6527.716
130.83,6525.37
130.9,6524.107
130.97,6523.927
131.04,6524.469
131.11,6522.484
131.18,6521.041
131.25,6521.041
131.32,6520.861
131.39,6520.68
131.46,6520.32
131.53,6520.139
131.6,6521.221
131.67,6522.664
131.74,6523.205
131.81,6518.698
131.88,6513.471
131.95,6509.688
132.02,6506.448
132.09,6503.747
132.16,6504.827
132.23,6502.128
132.3,6503.927
132.37,6501.768
132.44,6502.128
132.51,6499.61
132.58,6496.732
132.65,6493.856
132.72,6489.722
132.79,6487.567
132.86,6485.412
132.93,6483.437
133.0,6480.924
133.07,6478.232
133.14,6474.824
133.21,6472.672
133.28,6469.804
133.35,6467.654
133.42,6464.608
133.49,6461.742
133.56,6459.951
133.63,6456.909
133.7,6455.119
133.84,6452.257
133.91,6450.648
133.98,6449.932
134.05,6449.754
134.12,6449.754
134.19,6451.184
134.26,6453.152
134.33,6453.688
134.4,6454.94
134.47,6456.551
134.54,6456.73
134.61,6454.94
134.68,6451.184
134.75,6450.648
134.82,6449.038
134.89,6449.754
134.96,6448.859
135.03,6448.145
135.1,6446.357
135.17,6444.033
135.24,6439.211
135.31,6436.889
135.38,6435.818
135.45,6433.319
135.52,6423.331
135.59,6414.78
135.66,6411.041
135.73,6408.906
135.8,6408.194
135.87,6407.482
135.94,6405.17
136.01,6405.525
136.08,6404.813
136.15,6404.28
136.22,6403.746
136.29,6403.213
136.36,6402.146
136.43,6407.304
136.5,6421.906
136.57,6432.427
136.64,6430.464
136.71,6419.945
136.78,6409.973
136.85,6404.813
136.92,6401.435
136.99,6402.679
137.06,6403.925
137.13,6401.968
137.2,6388.999
137.27,6382.788
137.34,6379.064
137.41,6377.113
137.48,6375.341
137.55,6372.506
137.62,6369.671
137.69,6366.129
137.76,6364.89
137.83,6365.952
137.9,6365.952
137.97,6366.838
138.11,6355.16
138.18,6360.289
138.25,6366.483
138.32,6396.281
138.39,6403.746
138.46,6409.617
138.53,6411.219
138.6,6408.194
138.67,6406.948
138.74,6412.287
138.81,6421.014
138.88,6423.687
138.95,6418.163
139.02,6405.881
139.09,6391.307
139.16,6371.797
139.23,6350.564
139.3,6340.321
139.37,6335.733
139.44,6333.263
139.51,6331.323
139.58,6329.561
139.65,6327.27
139.72,6324.274
139.79,6320.751
139.86,6319.167
139.93,6317.759
140.0,6318.111
140.07,6324.979
140.14,6342.615
140.21,6359.051
140.28,6363.297
140.35,6355.513
140.42,6340.321
140.49,6325.155
140.56,6315.118
140.63,6310.544
140.7,6308.082
140.77,6305.621
140.84,6303.16
140.91,6301.052
140.98,6298.768
141.05,6297.012
141.12,6295.608
141.19,6292.448
141.26,6290.343
141.33,6289.64
141.4,6286.307
141.47,6287.535
141.54,6284.379
141.61,6287.184
141.68,6285.606
141.75,6285.781
141.82,6287.36
141.89,6291.746
141.96,6299.295
142.03,6308.61
142.1,6317.231
142.17,6318.638
142.24,6315.294
142.31,6310.896
142.38,6302.633
142.45,6291.746
142.52,6279.646
142.59,6270.189
142.66,6264.589
142.73,6262.84
142.8,6260.916
142.87,6259.343
142.94,6258.294
143.01,6256.721
143.08,6253.751
143.15,6250.258
143.22,6247.289
143.29,6246.068
143.36,6256.022
143.43,6273.515
143.5,6288.588
143.57,6299.998
143.64,6308.082
143.71,6310.544
143.78,6304.215
143.85,6295.783
143.92,6288.939
143.99,6280.698
144.06,6272.114
144.13,6261.616
144.2,6248.686
144.27,6235.95
144.34,6228.98
144.41,6226.716
144.48,6224.452
144.55,6222.19
144.62,6220.449
144.69,6217.317
144.76,6216.274
144.83,6213.491
144.9,6212.622
144.97,6211.579
145.04,6211.753
145.11,6214.535
145.18,6217.317
145.25,6217.491
145.39,6213.665
145.46,6220.971
145.53,6235.95
145.6,6250.956
145.67,6264.239
145.74,6273.34
145.81,6279.471
145.88,6278.946
145.95,6267.739
146.02,6249.908
146.09,6230.548
146.16,6216.448
146.23,6207.061
146.3,6202.545
146.37,6200.462
146.44,6197.858
146.51,6194.735
146.58,6190.052
146.65,6186.239
146.72,6183.12
146.79,6176.885
146.86,6173.942
146.93,6173.251
147.0,6170.482
147.07,6167.369
147.14,6163.911
147.21,6162.874
147.28,6168.579
147.35,6181.907
147.42,6198.899
147.49,6216.448
147.56,6228.632
147.63,6234.207
147.7,6223.93
147.77,6204.976
147.84,6186.065
147.91,6169.445
147.98,6156.136
148.05,6149.923
148.12,6146.644
148.19,6143.54
148.26,6141.126
148.33,6138.368
148.4,6136.301
148.47,6135.095
148.54,6133.373
148.61,6131.307
148.68,6130.446
148.75,6128.724
148.82,6126.831
148.89,6127.52
148.96,6138.714
149.03,6155.619
149.1,6169.617
149.17,6175.846
149.24,6176.885
149.31,6176.539
149.38,6176.193
149.45,6174.981
149.52,6172.904
149.59,6170.482
149.66,6164.603
149.73,6149.577
149.8,6132.684
149.87,6114.793
149.94,6108.609
150.01,6106.377
150.08,6104.66
150.15,6101.915
150.22,6100.199
150.29,6097.455
150.36,6096.426
150.43,6094.54
150.5,6090.941
150.57,6087.686
150.64,6086.144
150.71,6084.603
150.78,6085.288
150.85,6088.885
150.92,6100.885
150.99,6115.137
151.06,6123.39
151.13,6124.938
151.2,6126.831
151.27,6129.24
151.34,6134.406
151.41,6136.646
151.48,6128.896
151.55,6106.377
151.62,6081.693
151.69,6071.941
151.76,6069.206
151.83,6066.985
151.9,6063.909
151.97,6062.885
152.04,6060.153
152.11,6057.933
152.18,6055.715
152.25,6054.52
152.32,6053.497
152.39,6052.302
152.46,6050.256
152.53,6048.039
152.6,6046.164
152.67,6044.119
152.74,6042.756
152.81,6039.69
152.88,6038.668
152.95,6036.114
153.02,6035.773
153.09,6035.262
153.16,6033.901
153.23,6032.539
153.3,6030.497
153.37,6028.796
153.44,6028.286
153.51,6028.967
153.58,6029.987
153.65,6029.647
153.72,6028.967
153.79,6025.565
153.86,6026.585
153.93,6022.675
154.0,6024.715
154.07,6027.605
154.14,6027.946
154.21,6030.157
154.28,6033.56
154.35,6027.436
154.42,6010.955
154.49,6013.331
154.56,6006.542
154.63,6004.677
154.7,6003.489
154.77,6002.641
154.84,6000.268
154.91,5998.403
154.98,5997.048
155.05,5996.709
155.12,5994.676
155.19,5993.828
155.26,5992.135
155.33,5992.642
155.4,5993.151
155.47,5993.151
155.54,5993.828
155.61,5995.523
155.68,5998.403
155.75,6001.963
155.82,6005.525
155.89,6011.973
155.96,6016.898
156.03,6019.106
156.1,6020.975
156.17,6026.245
156.24,6031.178
156.31,6036.284
156.38,6039.179
156.52,6041.393
156.59,6039.69
156.66,6037.816
156.73,6033.731
156.8,6029.136
156.87,6023.864
156.94,6023.864
157.01,6024.034
157.08,6020.975
157.15,6018.936
157.22,6015.029
157.29,6015.539
157.36,6018.427
157.43,6022.335
157.5,6024.715
157.57,5998.234
157.64,6003.998
157.71,5981.64
157.78,5971.16
157.85,5964.067
157.92,5956.306
157.99,5959.68
158.06,5958.499
158.2,5941.816
158.27,5939.964
158.34,5939.459
158.41,5939.796
158.48,5939.29
158.55,5935.589
158.62,5927.853
158.69,5921.973
158.76,5919.79
158.83,5917.104
158.9,5915.09
158.97,5912.237
159.04,5910.895
159.11,5909.385
159.18,5908.379
159.25,5908.547
159.32,5906.535
159.39,5905.027
159.46,5903.685
159.53,5901.34
159.6,5899.832
159.67,5902.01
159.74,5910.559
159.81,5922.645
159.88,5939.122
159.95,5958.33
160.02,5976.737
160.09,5980.288
160.16,5978.596
160.23,5973.526
160.3,5970.315
160.37,5968.119
160.44,5964.236
160.51,5951.922
160.58,5935.421
160.65,5922.309
160.72,5911.566
160.79,5902.68
160.86,5894.975
160.93,5887.946
161.0,5880.589
161.07,5873.573
161.14,5869.732
161.21,5866.561
161.28,5864.059
161.35,5862.391
161.42,5860.89
161.49,5859.056
161.56,5858.389
161.63,5856.223
161.7,5855.556
161.77,5853.556
161.84,5852.557
161.91,5851.058
161.98,5850.392
162.05,5850.891
162.12,5850.392
162.19,5848.394
162.26,5848.061
162.33,5846.229
162.47,5841.238
162.54,5839.075
162.61,5836.913
162.68,5835.417
162.75,5835.417
162.82,5835.085
162.89,5836.082
162.96,5841.404
163.03,5852.224
163.1,5860.224
163.17,5864.726
163.24,5873.072
163.31,5882.094
163.38,5886.441
163.45,5882.595
163.52,5877.581
163.66,5861.724
163.73,5858.056
163.8,5856.389
163.87,5859.056
163.94,5857.222
164.01,5854.39
164.08,5850.891
164.15,5844.399
164.22,5834.42
164.29,5823.124
164.36,5813.833
164.43,5807.865
164.5,5806.043
164.57,5805.381
164.71,5799.088
164.78,5795.944
164.85,5792.966
164.92,5792.47
164.99,5789.824
165.06,5790.485
165.13,5792.47
165.2,5792.966
165.27,5794.124
165.34,5794.951
165.41,5792.139
165.48,5787.344
165.55,5776.607
165.62,5789.328
165.69,5801.074
165.76,5813.501
165.83,5814.331
165.9,5822.958
165.97,5819.473
166.04,5811.678
166.11,5799.585
166.18,5789.162
166.25,5782.221
166.32,5776.276
166.39,5771.325
166.46,5765.058
166.53,5759.29
166.6,5753.032
166.67,5749.576
166.74,5746.943
166.81,5743.818
166.88,5741.188
166.95,5740.037
167.02,5737.572
167.09,5738.229
167.16,5738.886
167.23,5748.917
167.3,5764.235
167.37,5778.588
167.44,5791.312
167.51,5801.406
167.58,5808.695
167.65,5811.18
167.72,5808.198
167.79,5798.261
167.86,5784.039
167.93,5762.092
168.0,5739.051
168.07,5724.436
168.14,5718.039
168.21,5714.434
168.28,5711.157
168.35,5709.192
168.42,5707.063
168.49,5706.244
168.56,5705.098
168.63,5704.607
168.7,5704.28
168.77,5707.227
168.84,5714.598
168.91,5727.718
168.98,5745.627
169.05,5763.245
169.12,5777.927
169.19,5781.396
169.26,5773.636
169.33,5756.82
169.4,5726.405
169.47,5718.86
169.54,5705.753
169.61,5697.735
169.68,5693.157
169.75,5689.562
169.82,5688.745
169.89,5686.785
169.96,5684.498
170.03,5682.702
170.1,5680.58
170.17,5679.764
170.24,5677.316
170.31,5674.38
170.38,5671.282
170.45,5671.282
170.52,5668.999
170.59,5667.044
170.66,5662.646
170.73,5660.854
170.8,5662.157
170.87,5681.886
170.94,5716.565
171.01,5738.229
171.08,5742.174
171.15,5734.779
171.22,5720.171
171.29,5702.153
171.36,5682.212
171.43,5659.714
171.5,5647.675
171.57,5643.124
171.64,5640.037
171.71,5637.277
171.78,5636.789
171.85,5646.699
171.92,5678.948
171.99,5697.572
172.06,5697.572
172.13,5691.686
172.2,5682.212
172.27,5671.119
172.41,5647.837
172.48,5635.166
172.55,5628.999
172.62,5625.268
172.69,5622.837
172.76,5621.864
172.83,5620.568
172.9,5618.623
172.97,5615.059
173.04,5611.821
173.11,5609.069
173.18,5606.965
173.25,5604.053
173.32,5603.892
173.39,5604.377
173.46,5609.879
173.53,5617.651
173.6,5622.675
173.67,5625.107
173.74,5622.027
173.81,5618.623
173.88,5616.679
173.95,5620.568
174.02,5970.484
174.09,5981.302
174.16,5984.855
174.23,5983.502
174.3,5977.243
174.37,5968.795
174.44,5963.223
174.51,5957.824
174.58,5949.226
174.65,5599.688
174.72,5587.895
174.79,5578.053
174.86,5573.218
174.93,5570.156
175.0,5569.673
175.07,5567.74
175.14,5564.842
175.21,5563.071
175.28,5561.622
175.35,5560.175
175.42,5557.761
175.49,5557.279
175.56,5555.831
175.63,5553.58
175.7,5889.619
175.77,5888.281
175.84,5886.776
175.91,5885.437
175.98,5883.097
176.05,5883.097
176.12,5881.091
176.19,5880.422
176.26,5879.252
176.33,5878.918
176.4,5876.913
176.47,5875.243
176.54,5872.237
176.68,5868.898
176.75,5867.396
176.82,5866.561
176.89,5866.728
176.96,5864.226
177.03,5864.059
177.1,5863.225
177.17,5860.724
177.24,5859.223
177.31,5856.556
177.38,5854.89
177.45,5852.224
177.52,5850.725
177.59,5848.227
177.66,5845.564
177.73,5844.732
177.8,5849.393
177.87,5860.724
177.94,5872.404
178.01,5877.581
178.08,5878.918
178.15,5877.08
178.22,5873.573
178.29,5869.065
178.36,5869.065
178.43,5872.404
178.5,5880.756
178.57,5889.285
178.64,5891.962
178.71,5890.958
178.78,5886.441
178.85,5878.082
178.92,5871.068
178.99,5864.393
179.06,5862.391
179.13,5862.725
179.2,5864.893
179.27,5865.56
179.34,5865.06
179.41,5860.39
179.48,5853.556
179.55,5843.067
179.62,5829.102
179.69,5815.989
179.76,5807.865
179.83,5803.724
179.9,5801.737
179.97,5801.074
180.04,5801.074
180.11,5799.75
180.18,5797.93
180.25,5795.779
180.32,5794.455
180.39,5791.477
180.46,5788.501
180.53,5787.014
180.6,5785.196
180.67,5784.699
180.74,5783.213
180.81,5781.726
180.88,5780.57
180.95,5779.249
181.02,5776.937
181.09,5773.47
181.16,5771.16
181.23,5768.851
181.3,5766.872
181.37,5765.058
181.44,5764.729
181.51,5766.542
181.58,5773.966
181.65,5787.675
181.72,5801.406
181.79,5811.844
181.86,5816.155
181.93,5815.491
182.0,5812.507
182.07,5809.689
182.14,5806.375
182.21,5802.234
182.28,5795.944
182.35,5790.485
182.42,5784.534
182.49,5779.579
182.56,5774.956
182.63,5766.872
182.7,5760.114
182.77,5752.867
182.84,5748.095
182.91,5744.64
182.98,5741.68
183.05,5739.051
183.12,5734.614
183.19,5729.852
183.26,5726.898
183.33,5724.272
183.4,5722.303
183.47,5720.335
183.54,5718.039
183.61,5716.729
183.68,5714.925
183.75,5715.908
183.82,5715.745
183.89,5719.187
183.96,5724.928
184.03,5739.872
184.1,5748.589
184.17,5752.044
184.24,5749.905
184.31,5745.463
184.38,5742.667
184.45,5739.708
184.52,5736.093
184.59,5730.837
184.66,5725.256
184.73,5721.319
184.8,5718.696
184.87,5718.86
184.94,5721.319
185.01,5723.287
185.08,5725.42
185.15,5724.928
185.22,5723.616
185.29,5722.303
185.43,5724.928
185.5,5720.664
185.57,5716.565
185.64,5713.123
185.71,5709.192
185.78,5706.08
185.85,5702.807
185.92,5702.807
185.99,5705.753
186.13,5705.098
186.2,5698.063
186.27,5691.359
186.34,5689.889
186.41,5689.889
186.48,5696.264
186.55,5702.643
186.62,5701.989
186.69,5694.465
186.76,5683.192
186.83,5676.827
186.9,5674.707
186.97,5670.14
187.04,5656.459
187.11,5657.76
187.18,5652.228
187.25,5647.025
187.32,5643.611
187.39,5638.412
187.46,5634.678
187.53,5632.082
187.6,5629.972
187.67,5629.648
187.74,5629.648
187.81,5629.323
187.88,5627.052
187.95,5623.485
188.02,5622.188
188.09,5619.92
188.16,5618.785
188.23,5617.489
188.3,5615.545
188.37,5614.736
188.44,5613.602
188.51,5612.793
188.58,5611.821
188.65,5611.173
188.72,5610.04
188.79,5608.422
188.86,5605.186
188.93,5602.598
189.0,5601.467
189.07,5599.85
189.14,5598.071
189.21,5595.809
189.28,5594.355
189.35,5593.062
189.42,5591.609
189.49,5590.479
189.56,5589.025
189.63,5586.765
189.7,5586.281
189.77,5585.796
189.84,5586.443
189.91,5587.088
189.98,5588.703
190.05,5589.187
190.12,5589.51
190.19,5592.417
190.26,5599.85
190.33,5608.26
190.4,5615.869
190.47,5620.082
190.54,5617.651
190.61,5611.011
190.68,5598.395
190.75,5580.795
190.82,5567.901
190.89,5563.232
190.96,5559.048
191.03,5556.635
191.1,5554.385
191.17,5552.937
191.24,5553.58
191.31,5562.749
191.38,5585.313
191.45,5597.263
191.52,5595.648
191.59,5581.279
191.66,5557.761
191.73,5545.063
191.8,5540.888
191.87,5538.16
191.94,5538.321
192.01,5548.115
192.08,5556.153
192.15,5553.902
192.22,5543.458
192.29,5535.592
192.36,5531.423
192.43,5528.376
192.5,5524.37
192.57,5522.127
192.64,5523.889
192.71,5115.321
192.78,5128.152
192.85,5137.94
192.92,5141.308
192.99,5142.686
193.06,5142.686
193.13,5138.706
193.2,5132.128
193.27,5126.929
193.34,5121.123
193.41,5115.779
193.48,5108.913
193.55,5101.443
193.62,5092.457
193.69,5085.002
193.76,5083.177
193.83,5081.049
193.9,5077.705
193.97,5074.819
194.04,5074.515
194.11,5081.961
194.18,5097.482
194.25,5103.576
194.32,5098.549
194.39,5089.11
194.46,5078.009
194.53,5070.414
194.6,5067.075
194.67,5064.647
194.74,5062.675
194.81,5060.552
194.88,5061.007
194.95,5067.379
195.02,5081.656
195.09,5091.239
195.16,5092.457
195.23,5079.377
195.3,5055.701
195.37,5050.701
195.44,5047.218
195.51,5044.947
195.58,5044.039
195.65,5051.61
195.72,5071.781
195.79,5082.417
195.86,5072.54
195.93,5055.853
196.0,5042.98
196.07,5038.593
196.14,5034.056
196.21,5031.94
196.28,5029.22
196.35,5027.559
196.42,5026.803
196.49,5026.048
196.56,5023.934
196.63,5025.747
196.7,5036.324
196.77,5051.761
196.84,5061.462
196.91,5063.888
196.98,5060.097
197.05,5054.944
197.12,5049.338
197.19,5042.375
197.26,5035.871
197.33,5028.767
197.4,5022.878
197.47,5016.69
197.54,5013.221
197.61,5010.055
197.68,5007.191
197.75,5004.781
197.82,5003.726
197.89,5002.07
197.96,4999.51
198.03,4997.101
198.1,4994.844
198.17,4991.384
198.24,4988.377
198.31,4987.625
198.38,4986.122
198.45,4986.422
198.52,4990.03
198.59,5000.113
198.66,5005.082
198.73,4994.693
198.8,4991.535
198.87,4983.867
198.94,4980.863
199.01,4977.858
199.08,4975.156
199.15,4973.956
199.22,4972.454
199.29,4969.754
199.36,4966.154
199.43,4965.405
199.5,4963.156
199.57,4961.207
199.64,4960.608
199.71,4959.559
199.78,4959.259
199.85,4958.51
199.92,4956.863
199.99,4955.964
